Income,Living_Standards,Homeownership_Status,Location,Work_Experience,Type_of_Housing,Number_of_Dependents,Household_Size,Age,Employment_Status
7249392,High,Own,Rural,3,Apartment,2,7,41,Full-time
74306,Medium,Own,Urban,15,Single-family home,4,2,70,Part-time
5022688,High,Rent,Suburban,50,Apartment,5,4,39,Full-time
70802,Medium,Rent,Suburban,36,Single-family home,1,7,26,Self-employed
935750,High,Rent,Urban,12,Single-family home,2,1,23,Full-time
1217959,High,Rent,Urban,20,Townhouse,5,3,56,Full-time
71378,Medium,Rent,Urban,49,Townhouse,4,3,43,Self-employed
41984,Low,Own,Urban,1,Apartment,2,6,57,Full-time
67044,Low,Own,Urban,47,Apartment,5,1,54,Full-time
71632,Medium,Rent,Urban,32,Townhouse,1,7,47,Full-time
99219,Medium,Own,Urban,39,Single-family home,0,3,60,Full-time
67084,Low,Own,Urban,41,Apartment,4,1,37,Full-time
74716,Medium,Own,Urban,25,Apartment,0,4,62,Full-time
100248,Medium,Own,Urban,33,Single-family home,0,7,61,Self-employed
5629308,High,Own,Suburban,38,Townhouse,2,6,46,Self-employed
65054,Low,Own,Suburban,0,Apartment,4,1,30,Part-time
47442,Low,Rent,Rural,24,Single-family home,4,2,23,Full-time
2496495,High,Own,Urban,9,Single-family home,3,6,61,Part-time
71666,Medium,Rent,Rural,13,Single-family home,4,3,37,Full-time
65854,Low,Own,Urban,13,Apartment,4,6,19,Self-employed
346626,High,Own,Urban,31,Single-family home,0,5,55,Full-time
69732,Low,Own,Urban,17,Townhouse,1,6,40,Part-time
66774,Low,Rent,Urban,33,Apartment,5,3,39,Part-time
67226,Low,Rent,Suburban,4,Single-family home,1,1,34,Full-time
58954,Low,Rent,Urban,5,Single-family home,1,5,66,Full-time
70874,Medium,Rent,Suburban,28,Townhouse,3,1,67,Full-time
71530,Medium,Own,Suburban,11,Single-family home,1,5,23,Full-time
65018,Low,Own,Urban,38,Townhouse,4,2,52,Full-time
71150,Medium,Own,Urban,27,Apartment,3,3,37,Full-time
47314,Low,Own,Urban,34,Single-family home,0,5,52,Full-time
74948,Medium,Rent,Urban,43,Single-family home,1,3,42,Full-time
72338,Medium,Own,Urban,23,Apartment,5,6,39,Self-employed
71054,Medium,Own,Urban,26,Single-family home,0,6,18,Full-time
160610,High,Own,Suburban,17,Single-family home,3,5,38,Part-time
57194,Low,Own,Urban,39,Townhouse,1,4,60,Full-time
74054,Medium,Own,Rural,7,Apartment,2,1,63,Full-time
69736,Low,Own,Urban,6,Single-family home,2,5,29,Part-time
72076,Medium,Own,Suburban,20,Townhouse,0,2,19,Full-time
75098,Medium,Own,Urban,33,Apartment,1,3,58,Full-time
74806,Medium,Own,Urban,14,Single-family home,4,7,34,Self-employed
57108,Low,Rent,Urban,19,Apartment,4,5,54,Part-time
137678,Medium,Own,Rural,27,Apartment,4,6,41,Self-employed
66708,Low,Own,Suburban,18,Apartment,0,4,34,Full-time
4020521,High,Rent,Suburban,9,Apartment,4,6,50,Part-time
71314,Medium,Own,Urban,13,Apartment,1,2,46,Full-time
73708,Medium,Own,Urban,27,Single-family home,5,5,21,Self-employed
69580,Low,Rent,Urban,17,Townhouse,2,5,38,Part-time
70240,Medium,Rent,Urban,21,Townhouse,1,7,50,Full-time
66778,Low,Own,Urban,19,Single-family home,3,5,46,Full-time
66478,Low,Rent,Urban,21,Apartment,4,3,31,Part-time
174926,High,Rent,Urban,49,Single-family home,4,1,57,Full-time
1551806,High,Own,Urban,27,Single-family home,0,7,29,Full-time
74920,Medium,Own,Urban,37,Apartment,1,7,27,Full-time
65026,Low,Own,Urban,35,Single-family home,5,6,66,Full-time
169873,High,Rent,Suburban,5,Single-family home,0,2,18,Part-time
1251000,High,Rent,Suburban,33,Apartment,0,1,52,Full-time
65346,Low,Rent,Urban,11,Apartment,2,7,25,Self-employed
410272,High,Rent,Urban,44,Apartment,3,4,67,Full-time
75348,Medium,Own,Urban,13,Apartment,3,3,60,Full-time
72914,Medium,Own,Suburban,39,Single-family home,2,4,61,Part-time
709613,High,Rent,Urban,32,Townhouse,4,6,22,Part-time
1855238,High,Rent,Urban,45,Single-family home,1,5,61,Part-time
65678,Low,Rent,Suburban,0,Townhouse,3,2,47,Full-time
66944,Low,Own,Suburban,22,Townhouse,5,3,64,Part-time
65394,Low,Own,Rural,43,Single-family home,5,3,59,Full-time
69292,Low,Rent,Urban,13,Single-family home,5,4,61,Full-time
8600918,High,Own,Rural,8,Townhouse,1,6,51,Full-time
71512,Medium,Own,Suburban,26,Single-family home,2,1,70,Part-time
67848,Low,Own,Rural,9,Townhouse,0,6,58,Full-time
1115710,High,Rent,Suburban,47,Single-family home,5,4,24,Full-time
645593,High,Rent,Urban,28,Apartment,0,6,58,Full-time
55167,Low,Own,Urban,18,Townhouse,0,6,61,Full-time
65832,Low,Own,Urban,20,Apartment,0,1,50,Full-time
67430,Low,Rent,Urban,16,Single-family home,3,3,29,Self-employed
70490,Medium,Own,Urban,12,Apartment,2,3,60,Part-time
73848,Medium,Own,Urban,30,Apartment,2,1,24,Self-employed
74530,Medium,Own,Urban,14,Single-family home,4,7,63,Full-time
69034,Low,Own,Urban,29,Apartment,5,5,62,Full-time
70384,Medium,Own,Urban,17,Single-family home,1,7,64,Full-time
73702,Medium,Own,Urban,49,Single-family home,5,6,68,Part-time
66808,Low,Own,Urban,41,Single-family home,5,4,53,Full-time
57955,Low,Own,Urban,3,Single-family home,0,1,44,Part-time
68797,Low,Own,Rural,16,Apartment,0,2,63,Part-time
74460,Medium,Own,Urban,50,Apartment,5,4,25,Self-employed
41246,Low,Own,Rural,3,Apartment,0,1,29,Full-time
421210,High,Own,Urban,4,Apartment,3,4,43,Full-time
69460,Low,Own,Urban,9,Townhouse,3,3,29,Full-time
582903,High,Own,Urban,22,Single-family home,0,5,25,Part-time
69564,Low,Own,Urban,8,Single-family home,2,5,67,Part-time
75018,Medium,Rent,Suburban,30,Apartment,5,1,59,Part-time
74004,Medium,Own,Rural,2,Townhouse,1,5,65,Full-time
66716,Low,Own,Urban,44,Apartment,2,7,44,Full-time
69684,Low,Own,Urban,36,Single-family home,4,2,61,Self-employed
70322,Medium,Own,Rural,0,Townhouse,1,2,20,Full-time
72274,Medium,Own,Urban,34,Apartment,5,7,42,Self-employed
72056,Medium,Own,Urban,34,Single-family home,5,7,30,Self-employed
5345320,High,Own,Urban,17,Single-family home,5,6,56,Part-time
71004,Medium,Rent,Suburban,23,Townhouse,4,5,51,Full-time
1175067,High,Own,Urban,34,Single-family home,2,5,47,Full-time
166893,High,Rent,Rural,12,Apartment,1,5,53,Self-employed
412387,High,Own,Rural,43,Apartment,4,5,60,Full-time
65330,Low,Own,Urban,35,Single-family home,3,3,65,Part-time
1264687,High,Own,Urban,2,Apartment,2,5,45,Self-employed
74498,Medium,Own,Urban,40,Single-family home,3,7,68,Full-time
68760,Low,Own,Urban,35,Apartment,0,1,21,Full-time
70482,Medium,Own,Urban,22,Single-family home,3,5,45,Self-employed
72708,Medium,Own,Urban,20,Single-family home,3,5,32,Full-time
5445959,High,Rent,Urban,44,Single-family home,1,6,28,Part-time
32985,Low,Own,Urban,46,Townhouse,3,7,58,Full-time
319488,High,Rent,Urban,29,Single-family home,2,2,58,Full-time
72160,Medium,Rent,Suburban,50,Single-family home,1,1,34,Full-time
67296,Low,Own,Urban,24,Apartment,2,7,63,Full-time
2478251,High,Rent,Urban,33,Townhouse,2,1,31,Part-time
93164,Medium,Rent,Urban,8,Single-family home,4,7,22,Full-time
615941,High,Rent,Suburban,34,Single-family home,3,5,25,Part-time
65236,Low,Own,Urban,32,Apartment,3,4,53,Full-time
180227,High,Own,Rural,7,Apartment,1,5,60,Self-employed
73030,Medium,Own,Suburban,9,Single-family home,1,1,48,Full-time
2052471,High,Rent,Urban,25,Townhouse,2,4,63,Full-time
3918525,High,Rent,Urban,50,Apartment,1,2,38,Part-time
878775,High,Rent,Urban,22,Townhouse,5,4,27,Part-time
69426,Low,Own,Suburban,30,Single-family home,1,7,23,Full-time
2364266,High,Own,Urban,5,Single-family home,5,6,30,Self-employed
75114,Medium,Own,Suburban,40,Single-family home,0,6,35,Self-employed
67996,Low,Own,Urban,19,Single-family home,3,1,44,Full-time
2755248,High,Own,Urban,49,Apartment,2,1,34,Self-employed
69272,Low,Own,Suburban,20,Apartment,3,3,55,Full-time
66304,Low,Own,Urban,14,Townhouse,3,5,59,Full-time
71950,Medium,Own,Urban,16,Single-family home,1,5,19,Part-time
72916,Medium,Own,Suburban,27,Apartment,2,7,37,Full-time
74876,Medium,Own,Urban,10,Apartment,4,3,18,Self-employed
68754,Low,Rent,Suburban,49,Apartment,5,6,41,Part-time
66102,Low,Own,Urban,36,Single-family home,5,2,57,Self-employed
164775,High,Rent,Rural,48,Apartment,2,1,37,Full-time
272823,High,Rent,Urban,31,Single-family home,5,2,41,Full-time
1933305,High,Own,Urban,7,Apartment,3,3,40,Full-time
66712,Low,Own,Urban,31,Apartment,2,5,49,Self-employed
72374,Medium,Rent,Rural,3,Townhouse,0,4,20,Self-employed
44141,Low,Own,Urban,5,Apartment,4,6,61,Full-time
66846,Low,Rent,Urban,1,Apartment,3,2,55,Self-employed
74512,Medium,Own,Urban,6,Townhouse,1,6,45,Full-time
73716,Medium,Own,Urban,2,Single-family home,1,5,64,Self-employed
70314,Medium,Own,Urban,44,Townhouse,5,5,39,Part-time
72376,Medium,Own,Urban,13,Single-family home,2,7,67,Self-employed
103826,Medium,Own,Urban,11,Apartment,3,5,29,Part-time
74314,Medium,Own,Urban,10,Single-family home,4,1,19,Part-time
943070,High,Rent,Suburban,21,Townhouse,0,1,62,Part-time
71364,Medium,Rent,Rural,31,Apartment,5,1,70,Part-time
68038,Low,Own,Urban,45,Apartment,0,3,37,Part-time
81815,Medium,Own,Suburban,4,Single-family home,3,3,54,Full-time
69704,Low,Own,Urban,0,Townhouse,1,4,54,Part-time
472865,High,Own,Urban,3,Single-family home,2,7,28,Part-time
74650,Medium,Own,Urban,15,Apartment,3,3,18,Full-time
68326,Low,Rent,Rural,47,Apartment,5,2,59,Full-time
65648,Low,Rent,Urban,40,Apartment,4,7,25,Part-time
2849463,High,Rent,Urban,1,Single-family home,2,3,62,Part-time
144065,Medium,Rent,Urban,1,Apartment,2,5,34,Full-time
68698,Low,Rent,Urban,9,Apartment,5,3,40,Self-employed
68312,Low,Own,Urban,17,Townhouse,5,6,30,Full-time
70598,Medium,Rent,Urban,24,Apartment,5,1,36,Full-time
173349,High,Own,Urban,42,Townhouse,3,4,48,Self-employed
67414,Low,Rent,Rural,0,Single-family home,4,7,42,Self-employed
65068,Low,Own,Urban,43,Apartment,1,6,68,Self-employed
66324,Low,Rent,Urban,49,Townhouse,3,4,46,Self-employed
74294,Medium,Own,Urban,15,Townhouse,5,7,60,Full-time
71676,Medium,Own,Urban,9,Single-family home,3,2,43,Self-employed
65516,Low,Own,Urban,23,Single-family home,4,3,59,Full-time
75326,Medium,Rent,Urban,27,Apartment,1,1,36,Part-time
71268,Medium,Rent,Suburban,45,Single-family home,4,4,34,Full-time
121305,Medium,Own,Urban,42,Apartment,0,1,67,Self-employed
68352,Low,Own,Urban,16,Single-family home,0,3,57,Full-time
4124613,High,Own,Urban,16,Apartment,0,4,57,Part-time
72754,Medium,Rent,Urban,27,Single-family home,4,2,62,Self-employed
62149,Low,Own,Urban,50,Townhouse,2,7,57,Part-time
2903403,High,Own,Suburban,10,Apartment,5,5,40,Self-employed
69534,Low,Own,Suburban,27,Apartment,3,2,55,Self-employed
1080988,High,Own,Suburban,10,Single-family home,3,2,52,Full-time
66624,Low,Own,Urban,19,Single-family home,1,7,64,Full-time
2819037,High,Rent,Rural,34,Townhouse,3,1,44,Part-time
2150026,High,Own,Suburban,9,Townhouse,4,1,55,Full-time
336578,High,Rent,Urban,41,Apartment,5,5,26,Self-employed
74668,Medium,Own,Urban,20,Apartment,5,6,55,Self-employed
439473,High,Rent,Rural,16,Apartment,0,5,31,Full-time
76040,Medium,Rent,Rural,43,Apartment,4,1,41,Full-time
9829436,High,Rent,Urban,50,Apartment,4,6,54,Full-time
4785452,High,Own,Urban,2,Apartment,1,1,31,Full-time
49300,Low,Own,Urban,48,Apartment,1,2,63,Full-time
71576,Medium,Own,Suburban,27,Single-family home,2,7,64,Full-time
9892000,High,Own,Rural,21,Single-family home,4,2,41,Full-time
72222,Medium,Own,Urban,19,Townhouse,2,7,47,Full-time
68714,Low,Own,Urban,46,Single-family home,4,1,22,Full-time
51520,Low,Own,Urban,6,Apartment,0,5,36,Part-time
74944,Medium,Own,Urban,33,Townhouse,1,4,51,Self-employed
70166,Medium,Own,Urban,13,Single-family home,1,5,40,Self-employed
1077882,High,Rent,Urban,4,Single-family home,0,7,35,Full-time
65832,Low,Own,Suburban,44,Single-family home,2,6,54,Part-time
651609,High,Own,Rural,41,Apartment,2,3,51,Full-time
72562,Medium,Own,Urban,49,Townhouse,5,3,42,Part-time
67922,Low,Own,Suburban,30,Apartment,2,6,54,Full-time
67606,Low,Rent,Urban,32,Single-family home,3,1,61,Full-time
238978,High,Rent,Urban,39,Single-family home,4,7,49,Full-time
74906,Medium,Own,Suburban,27,Apartment,2,7,36,Full-time
75276,Medium,Rent,Urban,3,Apartment,0,3,32,Part-time
1348909,High,Rent,Urban,39,Single-family home,2,5,42,Full-time
5461231,High,Own,Suburban,20,Apartment,3,3,45,Full-time
39580,Low,Rent,Urban,29,Apartment,3,3,29,Part-time
2018408,High,Rent,Urban,10,Townhouse,3,7,43,Full-time
72874,Medium,Rent,Rural,4,Single-family home,1,5,62,Full-time
65176,Low,Rent,Urban,9,Single-family home,1,4,29,Full-time
72936,Medium,Own,Urban,19,Single-family home,0,2,20,Part-time
68256,Low,Rent,Urban,32,Townhouse,0,5,22,Full-time
1231130,High,Own,Urban,2,Single-family home,2,1,55,Full-time
73414,Medium,Rent,Urban,15,Apartment,4,4,70,Self-employed
72586,Medium,Own,Suburban,4,Townhouse,3,4,50,Self-employed
121596,Medium,Own,Urban,37,Apartment,1,7,67,Full-time
72942,Medium,Own,Urban,36,Apartment,0,6,35,Part-time
7211256,High,Rent,Urban,35,Single-family home,4,2,62,Full-time
5766152,High,Own,Urban,14,Apartment,0,4,62,Full-time
65431,Low,Own,Urban,45,Townhouse,2,1,58,Full-time
70258,Medium,Own,Urban,25,Single-family home,1,6,30,Full-time
7677426,High,Own,Urban,18,Apartment,4,6,56,Self-employed
73074,Medium,Own,Urban,37,Apartment,5,7,63,Part-time
2607768,High,Own,Urban,4,Single-family home,1,1,68,Part-time
73198,Medium,Own,Urban,39,Single-family home,5,6,58,Full-time
282633,High,Rent,Urban,15,Apartment,4,3,21,Full-time
67002,Low,Own,Suburban,5,Townhouse,0,4,62,Self-employed
69492,Low,Own,Urban,25,Single-family home,2,2,51,Full-time
69158,Low,Rent,Urban,47,Single-family home,0,3,66,Full-time
65180,Low,Rent,Urban,10,Townhouse,3,2,26,Full-time
72132,Medium,Own,Urban,22,Single-family home,1,5,53,Part-time
81911,Medium,Rent,Urban,13,Apartment,1,2,27,Full-time
73356,Medium,Rent,Rural,8,Single-family home,5,4,56,Full-time
1067448,High,Own,Urban,1,Apartment,1,3,55,Full-time
68962,Low,Rent,Rural,6,Apartment,4,6,68,Part-time
33536,Low,Own,Urban,46,Apartment,4,1,21,Full-time
71624,Medium,Own,Urban,22,Single-family home,3,2,35,Self-employed
67288,Low,Own,Suburban,23,Apartment,5,5,66,Self-employed
68816,Low,Own,Urban,41,Apartment,4,2,57,Full-time
71838,Medium,Own,Urban,40,Apartment,2,3,28,Full-time
72700,Medium,Own,Urban,3,Single-family home,5,2,46,Self-employed
612306,High,Own,Suburban,1,Single-family home,4,6,23,Self-employed
68114,Low,Own,Urban,14,Single-family home,3,6,51,Self-employed
70886,Medium,Own,Urban,47,Single-family home,5,2,24,Full-time
57317,Low,Own,Urban,44,Townhouse,3,3,61,Part-time
3197543,High,Rent,Urban,9,Single-family home,3,1,37,Part-time
72232,Medium,Own,Rural,40,Single-family home,0,3,23,Full-time
4384047,High,Own,Suburban,49,Single-family home,3,3,53,Part-time
359132,High,Own,Suburban,43,Townhouse,2,5,18,Full-time
4020384,High,Rent,Urban,5,Apartment,0,3,47,Part-time
2595743,High,Own,Rural,17,Apartment,2,3,38,Full-time
1525107,High,Own,Suburban,16,Townhouse,2,1,18,Part-time
71058,Medium,Own,Urban,20,Townhouse,1,7,66,Part-time
68896,Low,Own,Urban,27,Apartment,1,2,52,Part-time
3166900,High,Own,Urban,4,Single-family home,3,2,64,Full-time
37263,Low,Own,Urban,36,Single-family home,3,2,62,Full-time
66540,Low,Rent,Urban,46,Townhouse,2,6,22,Full-time
107148,Medium,Own,Suburban,21,Apartment,5,4,51,Full-time
68118,Low,Own,Urban,47,Apartment,1,6,45,Part-time
72772,Medium,Own,Urban,34,Townhouse,3,3,64,Part-time
67856,Low,Own,Urban,19,Single-family home,3,3,19,Part-time
67454,Low,Own,Urban,10,Single-family home,3,2,43,Self-employed
2191383,High,Own,Urban,24,Apartment,4,1,56,Part-time
185336,High,Own,Urban,43,Townhouse,5,4,61,Self-employed
811885,High,Own,Urban,29,Apartment,5,6,28,Part-time
72674,Medium,Own,Urban,4,Apartment,0,3,58,Self-employed
1727157,High,Own,Rural,19,Single-family home,1,5,19,Part-time
73092,Medium,Own,Urban,41,Apartment,3,5,30,Self-employed
117881,Medium,Rent,Urban,14,Apartment,1,6,38,Self-employed
75042,Medium,Own,Urban,12,Apartment,2,5,22,Full-time
7721442,High,Own,Urban,10,Single-family home,3,5,69,Full-time
66982,Low,Own,Rural,40,Single-family home,1,7,61,Full-time
68584,Low,Rent,Rural,17,Apartment,3,6,65,Full-time
8529924,High,Own,Rural,37,Apartment,1,6,46,Full-time
6038221,High,Rent,Rural,35,Single-family home,3,5,62,Full-time
68732,Low,Rent,Urban,32,Townhouse,0,6,60,Full-time
1763246,High,Rent,Urban,3,Single-family home,3,5,57,Part-time
559859,High,Rent,Urban,41,Apartment,2,1,19,Full-time
74586,Medium,Rent,Urban,49,Townhouse,0,1,57,Full-time
65190,Low,Rent,Urban,46,Townhouse,0,5,29,Self-employed
74644,Medium,Rent,Urban,0,Single-family home,5,1,55,Self-employed
389815,High,Rent,Urban,49,Apartment,1,5,67,Part-time
68782,Low,Own,Urban,46,Apartment,3,2,18,Full-time
379409,High,Rent,Urban,22,Apartment,0,1,58,Full-time
68868,Low,Own,Suburban,33,Apartment,2,5,61,Full-time
69864,Low,Own,Urban,50,Single-family home,1,1,44,Full-time
74244,Medium,Own,Urban,9,Townhouse,2,6,24,Full-time
68978,Low,Own,Urban,46,Apartment,3,4,66,Full-time
4699946,High,Own,Urban,14,Apartment,5,3,36,Full-time
230858,High,Rent,Suburban,29,Townhouse,5,1,47,Full-time
297075,High,Own,Rural,14,Townhouse,2,5,67,Part-time
9649623,High,Own,Urban,3,Apartment,4,2,39,Full-time
126490,Medium,Rent,Urban,9,Single-family home,4,4,45,Full-time
67930,Low,Own,Suburban,21,Apartment,2,7,23,Full-time
67864,Low,Own,Suburban,41,Single-family home,5,2,21,Full-time
582379,High,Own,Rural,9,Apartment,5,3,31,Part-time
2650535,High,Rent,Urban,10,Single-family home,4,5,43,Part-time
68224,Low,Own,Urban,11,Apartment,4,1,69,Self-employed
68572,Low,Rent,Suburban,44,Townhouse,5,4,34,Self-employed
212580,High,Rent,Urban,3,Townhouse,0,7,64,Self-employed
57783,Low,Own,Rural,22,Single-family home,3,6,32,Part-time
75444,Medium,Own,Urban,35,Single-family home,4,7,61,Part-time
73606,Medium,Own,Urban,4,Single-family home,5,1,24,Self-employed
70144,Medium,Rent,Urban,39,Single-family home,5,4,31,Part-time
65872,Low,Rent,Urban,1,Apartment,0,5,25,Part-time
726496,High,Rent,Urban,46,Apartment,5,3,59,Self-employed
66954,Low,Own,Suburban,45,Single-family home,4,4,35,Self-employed
74540,Medium,Own,Urban,13,Single-family home,4,5,27,Part-time
47983,Low,Rent,Urban,7,Single-family home,2,3,49,Full-time
65564,Low,Own,Urban,34,Apartment,1,5,48,Full-time
68430,Low,Own,Urban,15,Single-family home,1,4,56,Part-time
66302,Low,Own,Urban,12,Single-family home,4,2,19,Full-time
5192151,High,Own,Suburban,4,Apartment,2,4,18,Full-time
64908,Low,Own,Urban,34,Single-family home,0,2,42,Self-employed
77555,Medium,Own,Urban,3,Apartment,4,6,54,Full-time
66952,Low,Own,Urban,32,Apartment,2,3,27,Full-time
225704,High,Own,Suburban,25,Single-family home,0,3,60,Self-employed
1011141,High,Rent,Rural,9,Single-family home,2,4,51,Full-time
1095081,High,Rent,Urban,35,Apartment,2,4,68,Full-time
67215,Low,Rent,Suburban,2,Townhouse,2,7,18,Part-time
354090,High,Own,Urban,17,Apartment,5,5,59,Full-time
64964,Low,Rent,Suburban,47,Townhouse,2,6,62,Full-time
69120,Low,Own,Urban,21,Single-family home,3,6,39,Part-time
1290515,High,Own,Urban,45,Townhouse,3,2,48,Self-employed
67578,Low,Rent,Rural,49,Townhouse,2,3,51,Part-time
68218,Low,Own,Urban,21,Apartment,0,2,67,Part-time
71326,Medium,Rent,Urban,47,Single-family home,4,6,39,Full-time
71294,Medium,Own,Urban,15,Apartment,4,4,39,Part-time
179977,High,Own,Urban,1,Apartment,2,6,61,Part-time
74108,Medium,Own,Urban,35,Townhouse,0,1,47,Part-time
337651,High,Own,Rural,11,Single-family home,1,1,35,Full-time
73788,Medium,Rent,Urban,6,Single-family home,5,4,31,Part-time
69938,Low,Rent,Rural,2,Apartment,3,5,28,Part-time
1825792,High,Rent,Urban,49,Apartment,5,7,45,Full-time
70850,Medium,Own,Urban,14,Apartment,5,2,26,Full-time
2735664,High,Rent,Suburban,18,Single-family home,1,6,57,Full-time
73390,Medium,Rent,Suburban,38,Townhouse,4,7,40,Self-employed
74530,Medium,Own,Urban,8,Single-family home,2,5,32,Full-time
72550,Medium,Rent,Urban,37,Apartment,1,3,31,Part-time
113746,Medium,Rent,Urban,11,Apartment,4,7,24,Full-time
68564,Low,Rent,Urban,25,Apartment,3,1,51,Self-employed
1354375,High,Own,Urban,6,Apartment,4,7,44,Full-time
68968,Low,Own,Rural,37,Townhouse,5,6,26,Full-time
7583759,High,Own,Urban,11,Apartment,3,6,29,Self-employed
387090,High,Rent,Urban,43,Apartment,4,3,69,Full-time
72928,Medium,Own,Urban,11,Single-family home,4,1,34,Full-time
75410,Medium,Rent,Urban,43,Townhouse,4,4,31,Full-time
2477341,High,Own,Urban,6,Apartment,2,7,51,Part-time
891740,High,Rent,Urban,4,Single-family home,2,6,32,Part-time
67538,Low,Rent,Urban,5,Apartment,3,7,56,Part-time
71678,Medium,Rent,Rural,28,Townhouse,0,6,40,Self-employed
39662,Low,Rent,Urban,16,Apartment,2,1,55,Self-employed
66410,Low,Own,Urban,14,Single-family home,0,6,59,Full-time
73670,Medium,Own,Urban,44,Apartment,1,5,37,Full-time
69138,Low,Own,Suburban,8,Single-family home,3,4,35,Full-time
69868,Low,Rent,Urban,43,Single-family home,5,4,21,Part-time
546930,High,Rent,Rural,3,Apartment,2,1,49,Part-time
494819,High,Own,Suburban,12,Apartment,4,1,61,Full-time
74662,Medium,Own,Urban,26,Apartment,3,7,25,Full-time
3375470,High,Own,Urban,45,Townhouse,5,4,56,Self-employed
111739,Medium,Rent,Suburban,25,Apartment,0,6,21,Full-time
71296,Medium,Rent,Urban,19,Apartment,1,2,25,Part-time
67358,Low,Own,Urban,21,Townhouse,2,3,64,Self-employed
67962,Low,Rent,Urban,43,Apartment,4,7,61,Full-time
39500,Low,Own,Urban,32,Single-family home,5,6,54,Self-employed
850397,High,Rent,Urban,4,Single-family home,0,4,28,Full-time
3644720,High,Rent,Urban,5,Single-family home,4,3,25,Full-time
