Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Age_Group,Income_Category,Cluster
19,Master's,Others,2,Suburban,36,Divorced,Full-time,7,Rent,Townhouse,Male,Car,72612,18-30,Medium,1
42,Bachelor's,Education,4,Suburban,15,Single,Full-time,4,Own,Single-family home,Female,Walking,1731387,31-45,High,2
30,High School,Finance,1,Urban,7,Married,Full-time,2,Own,Apartment,Female,Car,70242,18-30,Medium,2
51,Bachelor's,Technology,1,Urban,39,Divorced,Part-time,1,Own,Townhouse,Female,Biking,48088,46-60,Low,1
68,Master's,Technology,4,Urban,10,Single,Full-time,2,Own,Single-family home,Female,Public transit,66866,61-70,Low,2
51,Bachelor's,Healthcare,4,Rural,44,Single,Part-time,4,Own,Single-family home,Female,Car,1761724,46-60,High,1
52,High School,Finance,5,Urban,14,Married,Full-time,1,Own,Apartment,Male,Car,71660,46-60,Medium,2
55,Bachelor's,Education,3,Urban,3,Married,Self-employed,2,Rent,Apartment,Male,Public transit,970976,46-60,High,2
20,Bachelor's,Education,1,Urban,22,Married,Part-time,4,Own,Single-family home,Male,Public transit,66642,18-30,Low,2
59,Master's,Technology,0,Urban,7,Married,Full-time,5,Own,Apartment,Male,Public transit,66654,46-60,Low,2
23,High School,Healthcare,4,Urban,15,Single,Part-time,2,Own,Apartment,Female,Public transit,207876,18-30,High,2
65,Bachelor's,Healthcare,1,Urban,15,Single,Part-time,5,Rent,Apartment,Female,Car,66328,61-70,Low,2
66,High School,Education,1,Urban,23,Married,Self-employed,3,Own,Apartment,Female,Car,74652,61-70,Medium,2
36,Bachelor's,Finance,2,Rural,9,Married,Part-time,6,Rent,Single-family home,Female,Public transit,136986,31-45,Medium,2
20,Doctorate,Healthcare,1,Urban,33,Single,Full-time,5,Rent,Townhouse,Male,Car,39601,18-30,Low,1
35,High School,Finance,4,Suburban,17,Single,Self-employed,5,Rent,Apartment,Male,Biking,970073,31-45,High,2
56,Bachelor's,Technology,3,Urban,15,Single,Full-time,3,Rent,Single-family home,Male,Biking,715818,46-60,High,2
26,Bachelor's,Technology,1,Suburban,35,Married,Part-time,1,Own,Townhouse,Male,Car,68662,18-30,Low,1
69,Master's,Technology,0,Rural,50,Divorced,Part-time,6,Own,Single-family home,Male,Walking,70368,61-70,Medium,1
29,Bachelor's,Finance,4,Rural,7,Single,Full-time,3,Own,Single-family home,Male,Public transit,2572961,18-30,High,2
22,Bachelor's,Healthcare,3,Urban,19,Single,Self-employed,6,Own,Apartment,Female,Public transit,74704,18-30,Medium,2
20,Master's,Education,5,Suburban,22,Single,Full-time,6,Rent,Single-family home,Male,Biking,117459,18-30,Medium,2
28,Master's,Technology,3,Urban,39,Divorced,Full-time,5,Rent,Townhouse,Female,Car,65634,18-30,Low,1
47,Master's,Others,4,Urban,13,Divorced,Full-time,1,Own,Townhouse,Male,Car,73228,46-60,Medium,2
21,Bachelor's,Healthcare,5,Urban,15,Married,Self-employed,2,Rent,Apartment,Female,Biking,55511,18-30,Low,2
22,Master's,Technology,3,Urban,37,Single,Full-time,4,Rent,Apartment,Male,Biking,3849885,18-30,High,0
18,High School,Others,0,Urban,17,Single,Full-time,1,Own,Single-family home,Male,Public transit,71674,,Medium,2
44,High School,Others,1,Urban,39,Married,Full-time,6,Rent,Townhouse,Male,Public transit,6517012,31-45,High,0
45,Bachelor's,Healthcare,4,Suburban,50,Divorced,Full-time,5,Own,Townhouse,Male,Walking,65648,31-45,Low,1
46,Bachelor's,Technology,1,Urban,29,Single,Part-time,2,Own,Single-family home,Male,Biking,66792,46-60,Low,1
35,Master's,Healthcare,1,Urban,35,Married,Full-time,1,Rent,Townhouse,Male,Car,67324,31-45,Low,1
29,High School,Finance,3,Urban,35,Single,Full-time,7,Own,Apartment,Female,Car,65088,18-30,Low,1
30,Master's,Education,4,Urban,38,Married,Full-time,4,Own,Apartment,Female,Public transit,68662,18-30,Low,1
58,Master's,Finance,1,Urban,39,Married,Part-time,6,Rent,Apartment,Female,Car,9370134,46-60,High,0
19,Bachelor's,Others,2,Urban,40,Married,Full-time,5,Own,Apartment,Female,Public transit,70050,18-30,Medium,1
54,Master's,Others,0,Rural,0,Married,Part-time,3,Own,Single-family home,Female,Car,74080,46-60,Medium,2
62,High School,Others,5,Suburban,16,Married,Full-time,6,Own,Apartment,Male,Walking,47821,61-70,Low,2
33,High School,Healthcare,3,Urban,27,Single,Self-employed,4,Rent,Apartment,Male,Public transit,179673,31-45,High,1
65,Master's,Healthcare,4,Urban,6,Single,Full-time,4,Own,Apartment,Female,Car,4545798,61-70,High,0
41,Bachelor's,Technology,4,Urban,19,Married,Part-time,4,Own,Apartment,Female,Biking,73156,31-45,Medium,2
52,High School,Technology,3,Urban,41,Single,Self-employed,7,Own,Townhouse,Female,Car,885693,46-60,High,1
39,Bachelor's,Healthcare,1,Urban,23,Married,Self-employed,7,Rent,Apartment,Male,Biking,2503571,31-45,High,2
53,Master's,Education,3,Urban,0,Divorced,Part-time,7,Own,Single-family home,Male,Biking,68274,46-60,Low,2
28,Bachelor's,Others,4,Urban,17,Married,Full-time,7,Rent,Apartment,Female,Car,75168,18-30,Medium,2
63,Bachelor's,Others,2,Urban,25,Married,Full-time,4,Rent,Townhouse,Male,Public transit,2052471,61-70,High,2
46,Bachelor's,Healthcare,1,Urban,13,Single,Full-time,2,Own,Apartment,Female,Car,71314,46-60,Medium,2
52,Master's,Education,5,Rural,18,Married,Self-employed,6,Rent,Townhouse,Female,Car,2076285,46-60,High,2
65,High School,Technology,3,Rural,17,Divorced,Full-time,6,Rent,Apartment,Male,Car,68584,61-70,Low,2
32,High School,Others,4,Rural,44,Married,Part-time,1,Rent,Townhouse,Female,Car,59681,31-45,Low,1
48,Bachelor's,Technology,5,Rural,6,Single,Full-time,7,Own,Apartment,Male,Walking,75764,46-60,Medium,2
59,Bachelor's,Others,4,Urban,1,Married,Self-employed,4,Own,Single-family home,Female,Walking,55457,46-60,Low,2
58,Bachelor's,Finance,4,Suburban,6,Married,Part-time,4,Own,Single-family home,Female,Public transit,3583572,46-60,High,0
60,High School,Others,2,Urban,27,Married,Full-time,5,Rent,Single-family home,Female,Public transit,85042,46-60,Medium,1
33,High School,Finance,1,Suburban,27,Single,Part-time,3,Rent,Apartment,Male,Public transit,331154,31-45,High,1
27,High School,Others,3,Suburban,41,Single,Full-time,5,Rent,Apartment,Male,Public transit,72746,18-30,Medium,1
66,High School,Finance,1,Urban,16,Married,Part-time,1,Rent,Apartment,Female,Car,81916,61-70,Medium,2
49,Bachelor's,Healthcare,4,Urban,29,Married,Self-employed,2,Own,Single-family home,Male,Public transit,72878,46-60,Medium,1
68,Bachelor's,Healthcare,2,Urban,20,Married,Self-employed,3,Own,Townhouse,Male,Car,37802,61-70,Low,2
19,Bachelor's,Others,5,Urban,36,Married,Full-time,6,Rent,Apartment,Male,Public transit,74894,18-30,Medium,1
41,Bachelor's,Healthcare,2,Rural,8,Married,Full-time,5,Own,Apartment,Female,Public transit,38764,31-45,Low,2
40,High School,Education,4,Suburban,35,Single,Part-time,5,Own,Single-family home,Male,Public transit,970503,31-45,High,1
19,Bachelor's,Finance,1,Urban,21,Single,Part-time,6,Own,Single-family home,Male,Public transit,69872,18-30,Low,2
55,High School,Finance,5,Urban,14,Married,Full-time,2,Own,Single-family home,Male,Car,71680,46-60,Medium,2
48,High School,Healthcare,1,Urban,13,Single,Part-time,6,Own,Townhouse,Female,Public transit,68380,46-60,Low,2
68,High School,Technology,2,Rural,26,Married,Full-time,2,Own,Apartment,Female,Public transit,1632451,61-70,High,2
57,Doctorate,Technology,5,Rural,17,Married,Part-time,6,Rent,Single-family home,Male,Car,66700,46-60,Low,2
43,Bachelor's,Education,0,Urban,9,Married,Self-employed,3,Own,Townhouse,Male,Walking,67522,31-45,Low,2
46,Master's,Others,2,Urban,47,Divorced,Part-time,4,Own,Single-family home,Female,Public transit,74542,46-60,Medium,1
20,Bachelor's,Technology,5,Suburban,21,Single,Full-time,7,Own,Townhouse,Male,Car,66834,18-30,Low,2
31,Bachelor's,Others,2,Urban,22,Single,Self-employed,2,Own,Townhouse,Female,Biking,72460,31-45,Medium,2
42,Master's,Healthcare,3,Rural,41,Single,Full-time,7,Own,Apartment,Female,Biking,8369506,31-45,High,0
65,High School,Education,2,Urban,40,Married,Full-time,7,Rent,Single-family home,Female,Public transit,264346,61-70,High,1
18,High School,Finance,0,Urban,47,Married,Full-time,5,Rent,Townhouse,Female,Public transit,74608,,Medium,1
70,Doctorate,Education,5,Urban,4,Single,Full-time,7,Own,Apartment,Male,Car,66668,61-70,Low,2
20,Bachelor's,Healthcare,5,Urban,50,Single,Full-time,7,Own,Apartment,Male,Biking,65570,18-30,Low,1
43,High School,Others,2,Urban,24,Married,Part-time,5,Own,Single-family home,Female,Public transit,7260858,31-45,High,0
35,High School,Others,1,Urban,0,Married,Part-time,4,Own,Apartment,Female,Car,65334,31-45,Low,2
26,Master's,Technology,3,Suburban,23,Married,Part-time,4,Rent,Townhouse,Female,Biking,72284,18-30,Medium,2
55,Master's,Technology,3,Suburban,32,Divorced,Self-employed,2,Own,Single-family home,Female,Biking,65782,46-60,Low,1
40,Bachelor's,Healthcare,2,Urban,36,Married,Self-employed,4,Own,Townhouse,Female,Public transit,700587,31-45,High,1
38,High School,Others,3,Urban,6,Single,Full-time,7,Rent,Single-family home,Male,Public transit,3156864,31-45,High,2
18,Master's,Finance,3,Urban,23,Married,Full-time,5,Own,Single-family home,Female,Biking,66570,,Low,2
38,Bachelor's,Healthcare,2,Urban,14,Married,Part-time,2,Rent,Apartment,Male,Biking,74262,31-45,Medium,2
44,Bachelor's,Healthcare,0,Urban,10,Married,Part-time,7,Rent,Apartment,Female,Public transit,73180,31-45,Medium,2
59,Bachelor's,Finance,5,Rural,43,Single,Full-time,3,Own,Single-family home,Female,Biking,65394,46-60,Low,1
23,Bachelor's,Healthcare,2,Rural,16,Married,Part-time,7,Own,Townhouse,Male,Car,2339882,18-30,High,2
61,Bachelor's,Others,1,Urban,48,Married,Part-time,1,Rent,Apartment,Female,Car,48602,61-70,Low,1
53,Master's,Others,4,Suburban,22,Divorced,Self-employed,2,Own,Apartment,Male,Biking,66372,46-60,Low,2
45,Master's,Others,0,Suburban,48,Married,Part-time,6,Rent,Apartment,Male,Public transit,178013,31-45,High,1
62,Bachelor's,Finance,2,Rural,3,Married,Part-time,3,Rent,Single-family home,Female,Public transit,74622,61-70,Medium,2
34,High School,Technology,0,Urban,30,Married,Part-time,5,Own,Apartment,Male,Public transit,73036,31-45,Medium,1
57,High School,Healthcare,4,Suburban,33,Married,Full-time,2,Own,Townhouse,Male,Car,72254,46-60,Medium,1
69,Bachelor's,Finance,3,Urban,9,Married,Part-time,2,Own,Single-family home,Female,Biking,69386,61-70,Low,2
20,Bachelor's,Education,3,Urban,36,Married,Part-time,2,Rent,Townhouse,Female,Car,260620,18-30,High,1
29,Bachelor's,Technology,4,Urban,9,Married,Full-time,4,Own,Townhouse,Male,Car,71512,18-30,Medium,2
56,High School,Healthcare,3,Urban,41,Married,Part-time,4,Own,Single-family home,Female,Biking,74364,46-60,Medium,1
29,High School,Healthcare,0,Urban,10,Single,Full-time,5,Own,Single-family home,Female,Car,74584,18-30,Medium,2
19,Bachelor's,Education,3,Urban,30,Single,Part-time,3,Rent,Single-family home,Male,Biking,68382,18-30,Low,1
63,Bachelor's,Finance,4,Suburban,9,Married,Full-time,2,Rent,Apartment,Male,Biking,84649,61-70,Medium,2
39,Bachelor's,Education,4,Suburban,42,Married,Full-time,1,Own,Single-family home,Male,Biking,65144,31-45,Low,1
40,Bachelor's,Education,5,Rural,37,Single,Full-time,7,Rent,Apartment,Male,Public transit,71562,31-45,Medium,1
47,Master's,Education,4,Urban,41,Single,Full-time,7,Rent,Apartment,Male,Public transit,106064,46-60,Medium,1
22,Master's,Healthcare,1,Rural,7,Married,Full-time,1,Rent,Single-family home,Male,Public transit,319748,18-30,High,2
26,Bachelor's,Others,0,Urban,10,Divorced,Full-time,7,Rent,Single-family home,Female,Biking,86257,18-30,Medium,2
38,High School,Technology,4,Urban,19,Married,Full-time,7,Rent,Apartment,Female,Car,70510,31-45,Medium,2
28,Bachelor's,Healthcare,5,Urban,23,Single,Self-employed,1,Own,Apartment,Male,Public transit,75042,18-30,Medium,2
22,Bachelor's,Healthcare,0,Suburban,50,Single,Self-employed,7,Rent,Apartment,Male,Biking,65030,18-30,Low,1
52,High School,Others,5,Urban,6,Single,Part-time,4,Own,Single-family home,Female,Car,68346,46-60,Low,2
44,Doctorate,Technology,1,Suburban,20,Divorced,Full-time,5,Rent,Townhouse,Female,Public transit,87303,31-45,Medium,2
66,Bachelor's,Healthcare,0,Suburban,43,Divorced,Part-time,2,Rent,Apartment,Male,Car,244072,61-70,High,1
19,Bachelor's,Education,2,Rural,5,Married,Full-time,5,Rent,Townhouse,Female,Public transit,71808,18-30,Medium,2
41,Bachelor's,Healthcare,1,Rural,30,Married,Self-employed,4,Own,Single-family home,Female,Car,73900,31-45,Medium,1
48,High School,Healthcare,1,Urban,11,Married,Part-time,2,Rent,Apartment,Female,Public transit,66402,46-60,Low,2
50,High School,Finance,3,Suburban,36,Single,Full-time,2,Own,Single-family home,Male,Public transit,75078,46-60,Medium,1
56,Bachelor's,Healthcare,4,Rural,12,Single,Full-time,6,Own,Single-family home,Male,Walking,384822,46-60,High,2
47,High School,Finance,1,Rural,48,Married,Part-time,5,Own,Single-family home,Female,Car,68820,46-60,Low,1
63,High School,Technology,0,Suburban,30,Married,Full-time,1,Own,Single-family home,Female,Car,66082,61-70,Low,1
54,Doctorate,Healthcare,2,Suburban,8,Married,Full-time,1,Own,Single-family home,Male,Car,66458,46-60,Low,2
68,Bachelor's,Finance,0,Urban,26,Single,Part-time,6,Own,Apartment,Female,Car,70298,61-70,Medium,1
45,High School,Education,0,Suburban,16,Divorced,Full-time,3,Own,Apartment,Female,Walking,1115645,31-45,High,2
48,Bachelor's,Finance,2,Urban,50,Married,Part-time,3,Rent,Apartment,Female,Public transit,2366030,46-60,High,1
28,Bachelor's,Finance,5,Urban,50,Married,Self-employed,5,Rent,Apartment,Female,Car,65712,18-30,Low,1
40,Bachelor's,Others,3,Urban,7,Single,Full-time,7,Own,Single-family home,Male,Car,3381177,31-45,High,2
19,High School,Healthcare,4,Urban,26,Single,Full-time,6,Rent,Apartment,Male,Car,65868,18-30,Low,1
57,Bachelor's,Healthcare,1,Urban,39,Single,Self-employed,2,Own,Single-family home,Male,Car,154592,46-60,High,1
58,High School,Technology,4,Suburban,14,Divorced,Full-time,4,Rent,Single-family home,Male,Car,114076,46-60,Medium,2
44,Bachelor's,Healthcare,3,Suburban,38,Single,Full-time,4,Rent,Single-family home,Female,Car,3064841,31-45,High,1
52,Bachelor's,Technology,5,Urban,5,Married,Self-employed,3,Rent,Apartment,Male,Public transit,72568,46-60,Medium,2
19,High School,Healthcare,2,Urban,31,Married,Full-time,3,Rent,Single-family home,Male,Car,673754,18-30,High,1
56,High School,Technology,4,Rural,47,Married,Full-time,4,Rent,Townhouse,Male,Car,67948,46-60,Low,1
54,Bachelor's,Healthcare,0,Urban,7,Married,Full-time,6,Rent,Single-family home,Male,Public transit,144558,46-60,Medium,2
38,Bachelor's,Finance,1,Urban,34,Single,Self-employed,1,Rent,Apartment,Male,Public transit,74576,31-45,Medium,1
22,High School,Finance,1,Urban,30,Single,Part-time,5,Own,Apartment,Female,Walking,69074,18-30,Low,1
69,High School,Healthcare,5,Rural,41,Single,Part-time,3,Rent,Townhouse,Male,Public transit,210176,61-70,High,1
62,Doctorate,Finance,3,Urban,25,Single,Full-time,3,Own,Single-family home,Female,Public transit,73974,61-70,Medium,2
38,High School,Education,3,Rural,41,Single,Full-time,4,Own,Townhouse,Female,Public transit,9116708,31-45,High,0
46,Doctorate,Education,2,Urban,23,Married,Self-employed,1,Own,Apartment,Female,Biking,242423,46-60,High,2
37,High School,Healthcare,3,Urban,50,Single,Part-time,4,Own,Single-family home,Female,Public transit,68414,31-45,Low,1
55,High School,Finance,4,Urban,1,Single,Full-time,7,Own,Apartment,Female,Walking,51184,46-60,Low,2
37,Bachelor's,Education,1,Urban,40,Married,Self-employed,7,Own,Apartment,Male,Public transit,73654,31-45,Medium,1
67,High School,Healthcare,2,Urban,0,Single,Self-employed,3,Own,Single-family home,Female,Car,69410,61-70,Low,2
42,High School,Others,3,Urban,9,Divorced,Part-time,6,Own,Apartment,Male,Biking,66640,31-45,Low,2
19,High School,Healthcare,0,Urban,49,Married,Self-employed,4,Rent,Single-family home,Female,Public transit,75406,18-30,Medium,1
49,Doctorate,Others,1,Urban,22,Divorced,Full-time,5,Own,Single-family home,Male,Public transit,998551,46-60,High,2
43,Bachelor's,Education,2,Suburban,32,Single,Part-time,7,Rent,Single-family home,Female,Public transit,64156,31-45,Low,1
23,Bachelor's,Finance,1,Suburban,43,Single,Full-time,3,Rent,Apartment,Female,Public transit,72156,18-30,Medium,1
58,Master's,Technology,4,Suburban,36,Married,Part-time,3,Rent,Apartment,Male,Public transit,292279,46-60,High,1
20,Master's,Others,5,Rural,10,Single,Self-employed,3,Own,Apartment,Male,Public transit,56733,18-30,Low,2
50,Bachelor's,Others,3,Urban,19,Married,Part-time,3,Own,Apartment,Male,Car,520427,46-60,High,2
18,Bachelor's,Others,5,Urban,25,Married,Part-time,3,Own,Apartment,Female,Public transit,525320,,High,1
68,High School,Education,3,Urban,45,Married,Full-time,2,Rent,Apartment,Female,Car,72032,61-70,Medium,1
22,High School,Finance,3,Urban,46,Married,Part-time,2,Rent,Single-family home,Female,Public transit,3073196,18-30,High,1
30,High School,Finance,0,Urban,1,Single,Full-time,4,Rent,Single-family home,Male,Public transit,70620,18-30,Medium,2
36,High School,Healthcare,4,Rural,24,Married,Full-time,6,Own,Apartment,Female,Car,88586,31-45,Medium,2
29,High School,Others,0,Suburban,3,Married,Part-time,2,Rent,Townhouse,Male,Public transit,7640395,18-30,High,0
65,Master's,Technology,4,Urban,18,Married,Part-time,3,Own,Apartment,Male,Biking,70094,61-70,Medium,2
42,Master's,Healthcare,4,Urban,12,Single,Full-time,3,Own,Single-family home,Male,Public transit,71038,31-45,Medium,2
68,High School,Education,4,Urban,18,Married,Part-time,3,Own,Apartment,Female,Car,83278,61-70,Medium,2
52,High School,Technology,3,Rural,12,Married,Part-time,2,Rent,Single-family home,Female,Public transit,69064,46-60,Low,2
29,High School,Technology,3,Urban,11,Divorced,Part-time,2,Own,Single-family home,Female,Walking,4411782,18-30,High,0
47,High School,Technology,3,Urban,1,Married,Full-time,6,Rent,Apartment,Male,Walking,65162,46-60,Low,2
22,High School,Healthcare,0,Rural,36,Single,Part-time,1,Own,Single-family home,Female,Biking,3126876,18-30,High,1
51,Master's,Technology,2,Rural,49,Married,Part-time,3,Rent,Townhouse,Male,Public transit,67578,46-60,Low,1
39,High School,Others,5,Urban,22,Married,Part-time,6,Own,Townhouse,Female,Public transit,7695562,31-45,High,0
56,High School,Education,4,Urban,18,Married,Self-employed,6,Own,Apartment,Female,Car,7677426,46-60,High,0
30,High School,Technology,0,Urban,2,Single,Part-time,7,Own,Apartment,Male,Car,146820,18-30,Medium,2
64,Doctorate,Healthcare,3,Suburban,23,Single,Self-employed,1,Own,Single-family home,Female,Walking,3256319,61-70,High,0
20,Master's,Healthcare,5,Urban,22,Single,Self-employed,6,Rent,Apartment,Female,Public transit,566601,18-30,High,2
70,Master's,Technology,3,Rural,3,Single,Part-time,1,Own,Single-family home,Male,Biking,51169,61-70,Low,2
37,Bachelor's,Healthcare,2,Urban,17,Married,Full-time,6,Own,Townhouse,Male,Car,72196,31-45,Medium,2
48,High School,Finance,3,Urban,11,Married,Full-time,6,Own,Apartment,Male,Car,66518,46-60,Low,2
22,High School,Technology,4,Suburban,34,Single,Self-employed,7,Rent,Townhouse,Female,Car,66016,18-30,Low,1
41,Bachelor's,Education,1,Urban,26,Married,Full-time,1,Own,Single-family home,Female,Public transit,73154,31-45,Medium,1
57,Master's,Education,5,Urban,42,Single,Full-time,6,Own,Apartment,Male,Public transit,70090,46-60,Medium,1
50,High School,Others,3,Urban,13,Single,Self-employed,3,Rent,Apartment,Male,Biking,73544,46-60,Medium,2
25,Bachelor's,Healthcare,2,Suburban,30,Married,Part-time,2,Own,Apartment,Female,Car,4231121,18-30,High,0
41,Bachelor's,Technology,5,Urban,2,Married,Full-time,3,Own,Single-family home,Male,Public transit,1194527,31-45,High,2
67,High School,Others,1,Urban,4,Married,Self-employed,2,Own,Single-family home,Female,Biking,6694319,61-70,High,0
